travel_time_m,mode,origin,destination
38.56666666666667,driving,8,23
40.36666666666667,driving,8,24
40.2,driving,8,25
65.23333333333333,driving,8,26
39.5,driving,8,27
31.7,driving,8,28
36.333333333333336,driving,8,29
38.166666666666664,driving,8,30
44.55,driving,8,31
40.833333333333336,driving,8,32
33.516666666666666,driving,8,33
35.483333333333334,driving,8,34
32.35,driving,8,35
35.61666666666667,driving,8,36
46.45,driving,8,37
53.28333333333333,driving,8,38
49.38333333333333,driving,8,39
57.2,driving,8,40
39.2,driving,8,41
46.78333333333333,driving,8,42
21.866666666666667,driving,8,43
32.85,driving,8,44
38,driving,8,45
27.266666666666666,driving,8,46
32.516666666666666,driving,8,47
29.233333333333334,driving,8,48
26.766666666666666,driving,8,49
30.3,driving,8,50
16.216666666666665,driving,8,51
12.566666666666666,driving,8,52
23.7,driving,8,53
16.533333333333335,driving,8,54
53,driving,8,55
53.3,driving,8,56
54.31666666666667,driving,8,57
6.733333333333333,driving,8,58
32.86666666666667,driving,8,59
24.183333333333334,driving,8,60
28.15,driving,8,61
26.816666666666666,driving,8,62
27.266666666666666,driving,8,63
44.81666666666667,driving,8,64
22.416666666666668,driving,8,65
40.6,driving,8,66
38.11666666666667,driving,9,1
35.21666666666667,driving,9,2
41.95,driving,9,3
36.766666666666666,driving,9,4
34.05,driving,9,5
32.983333333333334,driving,9,6
29.483333333333334,driving,9,7
30.166666666666668,driving,9,8
0,driving,9,9
31.6,driving,9,10
57.46666666666667,driving,9,11
28.916666666666668,driving,9,12
20.5,driving,9,13
31.766666666666666,driving,9,14
27.066666666666666,driving,9,15
26,driving,9,16
32.15,driving,9,17
32.13333333333333,driving,9,18
24.25,driving,9,19
60.083333333333336,driving,9,20
54.21666666666667,driving,9,21
33.06666666666667,driving,9,22
39.983333333333334,driving,9,23
41.78333333333333,driving,9,24
40.68333333333333,driving,9,25
65.71666666666667,driving,9,26
39.983333333333334,driving,9,27
32.18333333333333,driving,9,28
36.81666666666667,driving,9,29
38.65,driving,9,30
45.03333333333333,driving,9,31
41.31666666666667,driving,9,32
34,driving,9,33
35.96666666666667,driving,9,34
32.833333333333336,driving,9,35
36.1,driving,9,36
46.93333333333333,driving,9,37
50.88333333333333,driving,9,38
46.96666666666667,driving,9,39
57.68333333333333,driving,9,40
39.68333333333333,driving,9,41
47.266666666666666,driving,9,42
22.35,driving,9,43
33.333333333333336,driving,9,44
38.483333333333334,driving,9,45
27.6,driving,9,46
32.833333333333336,driving,9,47
29.716666666666665,driving,9,48
27.25,driving,9,49
30.783333333333335,driving,9,50
10.583333333333334,driving,9,51
16.75,driving,9,52
25.35,driving,9,53
24.166666666666668,driving,9,54
53.483333333333334,driving,9,55
53.78333333333333,driving,9,56
54.8,driving,9,57
23.616666666666667,driving,9,58
25.083333333333332,driving,9,59
19.6,driving,9,60
18.35,driving,9,61
39.6,driving,9,62
40.05,driving,9,63
35.766666666666666,driving,9,64
12.333333333333334,driving,9,65
41.083333333333336,driving,9,66
14.75,driving,10,1
9.033333333333333,driving,10,2
18.9,driving,10,3
39.916666666666664,driving,10,4
37.2,driving,10,5
35.31666666666667,driving,10,6
32.63333333333333,driving,10,7
33.31666666666667,driving,10,8
30.2,driving,10,9
0,driving,10,10
59.8,driving,10,11
31.25,driving,10,12
25.766666666666666,driving,10,13
34.1,driving,10,14
29.4,driving,10,15
28.333333333333332,driving,10,16
35.583333333333336,driving,10,17
52.81666666666667,driving,10,18
27.416666666666668,driving,10,19
62.96666666666667,driving,10,20
56.55,driving,10,21
35.4,driving,10,22
38.18333333333333,driving,10,23
39.983333333333334,driving,10,24
27.366666666666667,driving,10,25
42.38333333333333,driving,10,26
15.216666666666667,driving,10,27
8.516666666666667,driving,10,28
13.65,driving,10,29
15.483333333333333,driving,10,30
20.6,driving,10,31
15.883333333333333,driving,10,32
8.716666666666667,driving,10,33
11.466666666666667,driving,10,34
7.55,driving,10,35
14.283333333333333,driving,10,36
23.033333333333335,driving,10,37
33.03333333333333,driving,10,38
29.133333333333333,driving,10,39
32.28333333333333,driving,10,40
16.633333333333333,driving,10,41
24.2,driving,10,42
16.8,driving,10,43
9.983333333333333,driving,10,44
15.416666666666666,driving,10,45
10.416666666666666,driving,10,46
12.266666666666667,driving,10,47
16.083333333333332,driving,10,48
21.7,driving,10,49
26.516666666666666,driving,10,50
21.733333333333334,driving,10,51
20.9,driving,10,52
25.983333333333334,driving,10,53
28.016666666666666,driving,10,54
30.433333333333334,driving,10,55
30.733333333333334,driving,10,56
31.75,driving,10,57
26.783333333333335,driving,10,58
27.716666666666665,driving,10,59
24.683333333333334,driving,10,60
28.95,driving,10,61
41.93333333333333,driving,10,62
42.38333333333333,driving,10,63
40.13333333333333,driving,10,64
30.783333333333335,driving,10,65
17.75,driving,10,66
68.61666666666666,driving,11,1
65.71666666666667,driving,11,2
72.45,driving,11,3
49.55,driving,11,4
48.05,driving,11,5
43.15,driving,11,6
42.416666666666664,driving,11,7
45.1,driving,11,8
57.31666666666667,driving,11,9
62.1,driving,11,10
0,driving,11,11
40.4,driving,11,12
46.15,driving,11,13
32.61666666666667,driving,11,14
35.916666666666664,driving,11,15
31.7,driving,11,16
51.75,driving,11,17
73.91666666666667,driving,11,18
44.1,driving,11,19
86.38333333333334,driving,11,20
4.233333333333333,driving,11,21
34.1,driving,11,22
70.86666666666666,driving,11,23
72.66666666666667,driving,11,24
71.2,driving,11,25
96.21666666666667,driving,11,26
70.48333333333333,driving,11,27
62.68333333333333,driving,11,28
67.31666666666666,driving,11,29
69.15,driving,11,30
75.53333333333333,driving,11,31
71.81666666666666,driving,11,32
64.5,driving,11,33
66.46666666666667,driving,11,34
63.333333333333336,driving,11,35
66.6,driving,11,36
77.43333333333334,driving,11,37
84.26666666666667,driving,11,38
80.36666666666666,driving,11,39
88.18333333333334,driving,11,40
70.18333333333334,driving,11,41
77.76666666666667,driving,11,42
52.86666666666667,driving,11,43
63.833333333333336,driving,11,44
68.98333333333333,driving,11,45
58.25,driving,11,46
63.5,driving,11,47
60.233333333333334,driving,11,48
57.766666666666666,driving,11,49
61.95,driving,11,50
48,driving,11,51
45.3,driving,11,52
56.43333333333333,driving,11,53
49.266666666666666,driving,11,54
83.98333333333333,driving,11,55
84.28333333333333,driving,11,56
85.3,driving,11,57
42.166666666666664,driving,11,58
64.4,driving,11,59
56.71666666666667,driving,11,60
60.68333333333333,driving,11,61
25.783333333333335,driving,11,62
24.95,driving,11,63
76.81666666666666,driving,11,64
54.233333333333334,driving,11,65
71.58333333333333,driving,11,66
40.93333333333333,driving,12,1
38.03333333333333,driving,12,2
44.766666666666666,driving,12,3
22.433333333333334,driving,12,4
20.933333333333334,driving,12,5
16.033333333333335,driving,12,6
15.3,driving,12,7
17.983333333333334,driving,12,8
29.633333333333333,driving,12,9
34.416666666666664,driving,12,10
38.46666666666667,driving,12,11
0,driving,12,12
18.45,driving,12,13
12.766666666666667,driving,12,14
8.8,driving,12,15
7,driving,12,16
24.55,driving,12,17
46.21666666666667,driving,12,18
10.316666666666666,driving,12,19
57.766666666666666,driving,12,20
35.21666666666667,driving,12,21
14.066666666666666,driving,12,22
42.68333333333333,driving,12,23
44.483333333333334,driving,12,24
43.516666666666666,driving,12,25
68.53333333333333,driving,12,26
42.8,driving,12,27
35,driving,12,28
39.63333333333333,driving,12,29
41.46666666666667,driving,12,30
47.85,driving,12,31
44.13333333333333,driving,12,32
36.81666666666667,driving,12,33
38.78333333333333,driving,12,34
35.65,driving,12,35
38.916666666666664,driving,12,36
49.75,driving,12,37
56.583333333333336,driving,12,38
52.68333333333333,driving,12,39
60.5,driving,12,40
42.5,driving,12,41
50.083333333333336,driving,12,42
25.183333333333334,driving,12,43
36.15,driving,12,44
41.3,driving,12,45
30.566666666666666,driving,12,46
35.81666666666667,driving,12,47
32.55,driving,12,48
30.083333333333332,driving,12,49
34.416666666666664,driving,12,50
20.316666666666666,driving,12,51
16.683333333333334,driving,12,52
27.833333333333332,driving,12,53
20.65,driving,12,54
56.3,driving,12,55
56.6,driving,12,56
57.61666666666667,driving,12,57
14.966666666666667,driving,12,58
36.983333333333334,driving,12,59
28.3,driving,12,60
32.266666666666666,driving,12,61
20.6,driving,12,62
21.05,driving,12,63
48.93333333333333,driving,12,64
26.533333333333335,driving,12,65
43.9,driving,12,66
36.1,driving,13,1
33.2,driving,13,2
39.93333333333333,driving,13,3
27.333333333333332,driving,13,4
24.616666666666667,driving,13,5
23.566666666666666,driving,13,6
20.05,driving,13,7
20.733333333333334,driving,13,8
16.983333333333334,driving,13,9
29.583333333333332,driving,13,10
46.666666666666664,driving,13,11
18.25,driving,13,12
0,driving,13,13
20.966666666666665,driving,13,14
17,driving,13,15
15.2,driving,13,16
23.783333333333335,driving,13,17
31.483333333333334,driving,13,18
12.95,driving,13,19
55.06666666666667,driving,13,20
43.416666666666664,driving,13,21
22.266666666666666,driving,13,22
37.68333333333333,driving,13,23
39.483333333333334,driving,13,24
38.666666666666664,driving,13,25
63.7,driving,13,26
37.96666666666667,driving,13,27
30.166666666666668,driving,13,28
34.8,driving,13,29
36.63333333333333,driving,13,30
43.016666666666666,driving,13,31
39.3,driving,13,32
31.983333333333334,driving,13,33
33.95,driving,13,34
30.816666666666666,driving,13,35
34.083333333333336,driving,13,36
44.916666666666664,driving,13,37
51.75,driving,13,38
47.85,driving,13,39
55.666666666666664,driving,13,40
37.666666666666664,driving,13,41
45.25,driving,13,42
20.333333333333332,driving,13,43
31.316666666666666,driving,13,44
36.46666666666667,driving,13,45
25.733333333333334,driving,13,46
30.983333333333334,driving,13,47
27.7,driving,13,48
25.233333333333334,driving,13,49
28.766666666666666,driving,13,50
12.85,driving,13,51
11.733333333333333,driving,13,52
22.583333333333332,driving,13,53
19.15,driving,13,54
51.46666666666667,driving,13,55
51.766666666666666,driving,13,56
52.78333333333333,driving,13,57
14.2,driving,13,58
31.866666666666667,driving,13,59
23.533333333333335,driving,13,60
27.433333333333334,driving,13,61
28.8,driving,13,62
29.25,driving,13,63
44.28333333333333,driving,13,64
8.85,driving,13,65
39.06666666666667,driving,13,66
44.78333333333333,driving,14,1
41.88333333333333,driving,14,2
48.61666666666667,driving,14,3
25.716666666666665,driving,14,4
24.216666666666665,driving,14,5
19.316666666666666,driving,14,6
18.583333333333332,driving,14,7
21.266666666666666,driving,14,8
33.483333333333334,driving,14,9
38.266666666666666,driving,14,10
32.9,driving,14,11
16.366666666666667,driving,14,12
22.316666666666666,driving,14,13
0,driving,14,14
12.083333333333334,driving,14,15
7.866666666666666,driving,14,16
27.916666666666668,driving,14,17
50.083333333333336,driving,14,18
20.266666666666666,driving,14,19
62.55,driving,14,20
29.65,driving,14,21
6.7,driving,14,22
47.03333333333333,driving,14,23
48.833333333333336,driving,14,24
47.36666666666667,driving,14,25
72.38333333333334,driving,14,26
46.65,driving,14,27
38.85,driving,14,28
43.483333333333334,driving,14,29
45.31666666666667,driving,14,30
51.7,driving,14,31
47.983333333333334,driving,14,32
40.666666666666664,driving,14,33
42.63333333333333,driving,14,34
39.5,driving,14,35
42.766666666666666,driving,14,36
53.6,driving,14,37
60.63333333333333,driving,14,38
56.53333333333333,driving,14,39
64.35,driving,14,40
46.35,driving,14,41
53.93333333333333,driving,14,42
29.033333333333335,driving,14,43
40,driving,14,44
45.15,driving,14,45
34.416666666666664,driving,14,46
39.666666666666664,driving,14,47
36.4,driving,14,48
33.93333333333333,driving,14,49
38.11666666666667,driving,14,50
24.166666666666668,driving,14,51
21.466666666666665,driving,14,52
32.6,driving,14,53
25.433333333333334,driving,14,54
60.15,driving,14,55
60.45,driving,14,56
61.46666666666667,driving,14,57
18.333333333333332,driving,14,58
40.56666666666667,driving,14,59
32.88333333333333,driving,14,60
36.85,driving,14,61
15.033333333333333,driving,14,62
15.483333333333333,driving,14,63
52.983333333333334,driving,14,64
30.4,driving,14,65
47.75,driving,14,66
37.63333333333333,driving,15,1
34.733333333333334,driving,15,2
41.46666666666667,driving,15,3
17.966666666666665,driving,15,4
16.466666666666665,driving,15,5
11.533333333333333,driving,15,6
11.433333333333334,driving,15,7
14.116666666666667,driving,15,8
26.333333333333332,driving,15,9
31.116666666666667,driving,15,10
38.583333333333336,driving,15,11
9.416666666666666,driving,15,12
15.166666666666666,driving,15,13
12.866666666666667,driving,15,14
0,driving,15,15
7.116666666666666,driving,15,16
20.766666666666666,driving,15,17
42.93333333333333,driving,15,18
13.116666666666667,driving,15,19
55.4,driving,15,20
35.333333333333336,driving,15,21
14.183333333333334,driving,15,22
39.88333333333333,driving,15,23
41.68333333333333,driving,15,24
40.21666666666667,driving,15,25
65.23333333333333,driving,15,26
39.5,driving,15,27
31.7,driving,15,28
36.333333333333336,driving,15,29
38.166666666666664,driving,15,30
44.55,driving,15,31
40.833333333333336,driving,15,32
33.516666666666666,driving,15,33
35.483333333333334,driving,15,34
32.35,driving,15,35
35.61666666666667,driving,15,36
46.45,driving,15,37
53.28333333333333,driving,15,38
49.38333333333333,driving,15,39
57.2,driving,15,40
39.2,driving,15,41
46.78333333333333,driving,15,42
21.883333333333333,driving,15,43
32.85,driving,15,44
38,driving,15,45
27.266666666666666,driving,15,46
32.516666666666666,driving,15,47
29.25,driving,15,48
26.783333333333335,driving,15,49
30.966666666666665,driving,15,50
17.016666666666666,driving,15,51
14.316666666666666,driving,15,52
25.45,driving,15,53
18.283333333333335,driving,15,54
53,driving,15,55
53.3,driving,15,56
54.31666666666667,driving,15,57
11.183333333333334,driving,15,58
33.416666666666664,driving,15,59
25.733333333333334,driving,15,60
29.7,driving,15,61
20.716666666666665,driving,15,62
21.166666666666668,driving,15,63
45.833333333333336,driving,15,64
23.25,driving,15,65
40.6,driving,15,66
40.233333333333334,driving,16,1
37.333333333333336,driving,16,2
44.06666666666667,driving,16,3
21.166666666666668,driving,16,4
19.666666666666668,driving,16,5
14.766666666666667,driving,16,6
14.033333333333333,driving,16,7
16.716666666666665,driving,16,8
28.933333333333334,driving,16,9
33.71666666666667,driving,16,10
32.016666666666666,driving,16,11
12.016666666666667,driving,16,12
17.766666666666666,driving,16,13
6.3,driving,16,14
7.533333333333333,driving,16,15
0,driving,16,16
23.366666666666667,driving,16,17
45.53333333333333,driving,16,18
15.716666666666667,driving,16,19
58,driving,16,20
28.766666666666666,driving,16,21
7.616666666666666,driving,16,22
42.483333333333334,driving,16,23
44.28333333333333,driving,16,24
42.81666666666667,driving,16,25
67.83333333333333,driving,16,26
42.1,driving,16,27
34.3,driving,16,28
38.93333333333333,driving,16,29
40.766666666666666,driving,16,30
47.15,driving,16,31
43.43333333333333,driving,16,32
36.11666666666667,driving,16,33
38.083333333333336,driving,16,34
34.95,driving,16,35
38.21666666666667,driving,16,36
